country1,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French South Antarctic Territory,Gabon,Gambia,Gaza Strip,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard Island and McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia and the South Sandwich Islands,South Korea,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis and Futuna,Western Sahara,Yemen,Zambia,Zimbabwe
Comoros,Northeast,North,Northwest,Southeast,Northwest,West,West,South,West,Southwest,North,West,Southeast,North,North,West,North,Northeast,West,North,Northwest,West,Northwest,Northwest,Northeast,West,North,Southwest,Southwest,West,East,West,East,North,Northwest,Northeast,Northwest,East,Northwest,North,West,West,Northwest,Northwest,Southwest,Northeast,East,East,West,0,Southeast,West,West,North,West,West,North,North,West,North,North,West,West,West,North,West,West,North,North,Southwest,North,Southwest,North,Southeast,North,Northwest,West,Southeast,Southeast,West,West,North,North,North,West,Northwest,North,North,West,West,East,West,Northwest,West,West,West,West,Southeast,West,Northeast,North,North,Northeast,East,North,North,Northwest,Northwest,North,Northwest,West,Northeast,Northwest,North,North,Northwest,Southeast,North,North,Northeast,Northeast,North,North,Southwest,West,Northwest,Northwest,North,Northwest,Northeast,South,West,East,Northeast,Northwest,Northwest,East,West,Northwest,Southeast,Southeast,Northwest,East,North,Northwest,Northeast,North,West,Northwest,Southwest,Southwest,East,Northeast,Northwest,Southeast,Southeast,West,Northwest,Northwest,Southeast,Southeast,Northeast,North,East,North,North,Northeast,East,North,West,East,Southwest,West,East,South,North,Northwest,West,North,West,North,Northeast,Northwest,Southeast,West,West,West,Northwest,West,Southeast,Northwest,West,North,Northwest,North,Northeast,West,East,North,North,East,North,Southwest,Southwest,Northeast,Northwest,Northeast,Northwest,West,North,North,Northwest,North,Northeast,Northeast,Northwest,Northeast,East,Northwest,Southeast,Southeast,West,Northwest,North,North,West,East,West,Northwest,North,North,Northwest,Northwest,Southwest,North,Southeast,Northwest,West,East,Southeast,Northwest,North,West,Southwest
Cook Islands,Northwest,North,Northeast,Northwest,Northeast,South,East,South,East,Southeast,Northwest,East,West,North,Northwest,Northeast,West,West,East,North,North,Northeast,Southeast,Northeast,West,East,North,South,South,East,Southwest,East,West,North,East,West,South,West,Southeast,Northeast,East,East,South,South,Southeast,Northwest,West,West,East,Southwest,0,East,Southeast,North,Northeast,East,Northwest,North,South,North,West,East,East,East,Northwest,East,Southeast,West,North,South,Southwest,Southeast,North,West,North,Northeast,East,East,Southwest,South,East,Northwest,Northwest,North,Southeast,Northeast,North,North,East,East,Northwest,Northeast,Northeast,East,East,East,East,Southwest,East,West,North,North,West,West,Northwest,Northwest,Northeast,Northeast,Northwest,North,East,Northwest,Northeast,Northwest,Northwest,Southwest,Northwest,North,Northwest,Northwest,West,North,Northwest,South,Southeast,Northeast,North,North,North,West,Southwest,Southwest,West,West,East,North,Northwest,East,East,Southwest,Southwest,Northeast,Northwest,North,North,Northwest,North,East,Northeast,South,South,Northwest,West,North,West,Southwest,East,East,Southeast,West,West,Northwest,North,Northwest,North,West,West,West,Northwest,East,West,Southeast,East,West,East,North,Northeast,East,West,South,North,Northwest,Southwest,Southwest,Southeast,East,East,Northeast,East,Northwest,North,Southeast,West,East,North,Southwest,East,West,North,North,West,Southwest,South,Southeast,Northwest,Northeast,West,Southwest,East,North,North,North,Northwest,Northwest,Northwest,Southwest,West,West,Southeast,Northwest,West,East,Northeast,Northwest,Northwest,East,Northwest,East,Southwest,North,West,North,Northeast,Southeast,Northwest,West,North,East,West,West,East,West,South,South
Costa Rica,Northeast,Northeast,Northeast,West,Northeast,East,Northeast,South,East,South,Northeast,East,Southwest,Northeast,Northeast,North,Northeast,North,East,Northeast,Northeast,Northwest,East,Northeast,North,Southeast,Northeast,East,Southeast,Southeast,East,Northeast,Northwest,Northeast,East,North,East,North,East,North,East,North,East,East,South,North,West,South,Southeast,East,Southwest,0,East,Northeast,Northeast,East,Northeast,Northeast,East,Northeast,East,East,Northeast,Southeast,Northeast,Northwest,East,Northeast,Northeast,Southeast,East,South,Northeast,West,Northeast,Northeast,East,Southwest,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,East,East,Northwest,Northwest,Northeast,East,East,East,Northeast,South,Northwest,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Northwest,Northeast,Northeast,North,East,West,Northeast,Northeast,North,North,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,Northwest,East,East,North,Northeast,East,Northeast,West,East,East,East,East,Northwest,West,Northeast,Northeast,North,Northeast,East,Northeast,East,East,West,North,Northeast,West,Southwest,Northwest,East,East,West,Southwest,Northwest,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,East,West,Southeast,Southeast,Northwest,Southwest,Northeast,Northeast,Northeast,Northeast,East,Northeast,North,East,East,Southeast,Northeast,East,Northeast,East,West,Northeast,East,Northeast,East,Northeast,East,East,Northwest,Northeast,Northeast,West,East,Southeast,Southeast,Northwest,Northeast,Northeast,East,East,North,Northeast,Northeast,Northeast,Northwest,Northeast,East,North,West,East,West,West,East,Northeast,Northeast,Northeast,Northeast,West,Northeast,East,Northeast,Northeast,Northeast,North,Southeast,Northeast,West,Northeast,East,Northwest,West,East,Northeast,East,East
Cote d'Ivoire,Northeast,Northeast,North,Southwest,North,Southeast,West,South,West,Southwest,Northeast,West,Southeast,North,Northeast,Northwest,Northeast,Northeast,West,Northeast,North,West,East,Northwest,Northeast,Southwest,Northeast,Southeast,South,Southwest,East,West,East,Northeast,Northeast,Northeast,East,East,East,Northwest,Northwest,West,East,East,Southwest,Northeast,East,East,West,East,Southwest,West,0,North,West,West,Northeast,North,East,North,East,West,West,West,Northeast,West,East,East,North,Southeast,East,Southwest,North,Southwest,North,North,West,West,Southeast,Southeast,Northwest,Northeast,Northeast,North,East,North,Northeast,North,West,West,Northeast,West,North,Northwest,Northwest,West,West,Southeast,West,Northeast,Northeast,North,East,East,Northeast,Northeast,North,North,Northeast,North,West,Northeast,North,Northeast,Northeast,East,West,Northeast,Northeast,Northeast,Northeast,North,Northeast,Southeast,West,Northeast,North,North,North,Northeast,Southeast,Southeast,East,East,North,Northeast,North,West,North,Southeast,East,Northwest,Northeast,Northeast,North,Northeast,Northeast,West,North,Southeast,Southeast,Northeast,Northeast,North,Southeast,South,West,Northeast,East,Southwest,South,Northeast,Northeast,Northeast,North,East,Northeast,East,Northeast,West,East,Southwest,West,East,Southwest,North,North,West,Northeast,East,Northeast,Northeast,East,Southeast,South,West,West,Northwest,West,Southwest,North,Southeast,Northeast,Northwest,Northeast,East,West,East,Northeast,North,East,East,Southeast,South,Northeast,North,East,East,West,North,North,North,Northeast,Northeast,Northeast,East,East,East,East,West,Southwest,West,Northeast,Northeast,Northeast,West,West,West,East,Northeast,Northeast,North,Northwest,Southwest,Northeast,Southeast,North,West,East,Southwest,North,East,Southeast,Southeast
Croatia,East,Southeast,Southwest,North,West,South,West,South,West,Southwest,East,West,East,North,East,West,East,East,West,Northeast,Northwest,West,South,West,East,West,Southeast,South,South,Southwest,Southeast,West,East,East,Southwest,East,South,East,South,Northwest,Southwest,West,South,South,Southwest,Northeast,East,East,West,Southeast,North,West,Southwest,0,West,West,Southeast,North,South,North,Southeast,West,West,West,Southeast,West,South,Southeast,North,South,Southeast,Southwest,Northwest,Northeast,North,West,West,Northwest,Southeast,South,Southwest,Southeast,East,Northwest,Southwest,Southwest,Southeast,Northwest,West,West,Northeast,West,Northwest,Southwest,Southwest,West,West,Southeast,West,East,Northeast,Northwest,East,East,East,East,Northwest,Northwest,Southeast,Southwest,West,Northeast,Northwest,Southeast,Northeast,Southeast,North,Southeast,East,East,East,Northeast,Southeast,South,Southwest,South,Northwest,Northeast,Northwest,East,Southeast,South,East,East,Southwest,South,Northeast,West,Southwest,Southeast,Southeast,Northwest,Northeast,East,West,Northeast,Southeast,West,Southwest,South,South,Northeast,East,Northwest,Northeast,East,West,South,South,North,Northeast,Northeast,Southeast,Northeast,North,East,East,Northeast,Southeast,West,Northeast,Southwest,West,East,West,North,West,West,East,South,East,Northeast,South,Southeast,Southwest,West,West,Northwest,West,North,Southwest,South,Southeast,Southwest,East,Southeast,Southwest,East,Northeast,North,Northeast,Southeast,South,Southwest,Northeast,West,East,Southeast,West,North,North,West,East,Northeast,East,Southeast,East,East,Southwest,North,Northeast,West,Southwest,East,East,West,Northeast,West,Southeast,East,East,Northwest,Northwest,Southwest,East,Northeast,Southwest,West,East,North,Southwest,Southeast,South,South
Cuba,Northeast,Northeast,Northeast,West,Northeast,East,East,South,East,South,Northeast,Southeast,West,Northeast,Northeast,North,Northeast,North,Southeast,Northeast,Northeast,West,East,Northeast,North,South,Northeast,East,Southeast,Southeast,Northeast,East,Northwest,Northeast,East,North,East,North,East,Northwest,East,Southwest,East,East,South,North,North,Northeast,South,East,Southwest,Southwest,East,Northeast,0,Southeast,Northeast,Northeast,East,Northeast,Northeast,East,East,South,Northeast,Southwest,East,Northeast,Northeast,East,East,South,Northeast,West,Northeast,Northeast,Southeast,Southwest,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,Southeast,East,Northwest,Southwest,Northeast,East,East,Southeast,Southeast,Southeast,Southwest,North,Northeast,Northeast,Northeast,Northwest,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,South,Northwest,Northeast,Northeast,Northeast,East,West,Northeast,Northeast,North,North,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,North,East,East,North,Northeast,East,Northeast,West,East,East,East,East,West,Northwest,Northeast,Northeast,North,Northeast,East,Northeast,East,East,West,North,Northeast,West,Southwest,Southwest,East,East,West,West,North,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,South,West,Southeast,South,Northwest,Southwest,Northeast,Northeast,East,Northeast,East,Northeast,North,East,East,Southeast,East,Southeast,Northeast,Southeast,West,Northeast,East,Northeast,East,Northeast,East,East,North,Northeast,Northeast,West,East,Southeast,Southeast,Northwest,Northeast,Northeast,East,Southeast,North,Northeast,Northeast,Northeast,Northwest,Northeast,East,North,Northwest,East,West,West,Southeast,Northeast,Northeast,Northeast,East,West,East,East,Northeast,Northeast,Northeast,Northwest,South,Northeast,West,Northeast,Southeast,North,West,East,Northeast,East,East
Curaçao,Northeast,Northeast,Northeast,West,Northeast,East,Northeast,South,Northeast,South,Northeast,West,Southwest,Northeast,Northeast,Northwest,Northeast,Northeast,East,Northeast,Northeast,West,East,North,Northeast,South,Northeast,East,Southeast,Southeast,East,Northeast,North,Northeast,East,Northeast,East,North,East,Northwest,East,Northwest,East,East,South,North,East,East,Southwest,East,West,West,East,Northeast,Northwest,0,Northeast,Northeast,East,Northeast,East,Northeast,North,Southwest,Northeast,West,East,East,Northeast,Southeast,East,South,Northeast,West,Northeast,Northeast,Southeast,West,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,East,Northeast,Northwest,West,Northeast,East,East,Southeast,Northwest,Southeast,West,North,Northeast,North,Northeast,North,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Northwest,Northwest,Northeast,Northeast,Northeast,East,West,Northeast,Northeast,Northeast,North,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,North,East,East,Northeast,East,East,Northeast,West,East,East,East,East,Northwest,Northwest,Northeast,Northeast,North,Northeast,Northeast,Northeast,East,Southeast,West,Northeast,Northeast,West,Southwest,West,East,East,West,Southwest,North,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,West,West,South,South,Northwest,Southwest,Northeast,Northeast,North,Northeast,East,Northeast,North,East,East,Southeast,Northeast,East,North,East,West,Northeast,East,Northeast,East,Northeast,East,East,Northeast,Northeast,Northeast,West,East,Southeast,South,North,Northeast,Northeast,East,Southeast,North,Northeast,Northeast,Northeast,North,Northeast,East,North,West,East,West,West,East,Northeast,Northeast,Northeast,North,West,Northeast,East,Northeast,Northeast,Northeast,Northwest,South,Northeast,West,Northeast,Southeast,North,West,East,Northeast,East,East
Cyprus,East,Northwest,West,Northeast,Northwest,South,West,South,West,Southwest,Northeast,West,East,Northwest,Northeast,Northwest,Southeast,East,West,North,Northwest,Northwest,Southwest,Northwest,East,West,Northwest,South,South,West,Southeast,West,East,Northwest,Southwest,East,South,East,Southwest,North,West,Northwest,Southwest,Southwest,Southwest,Northeast,East,Southeast,West,South,Northeast,Northwest,Southwest,Northwest,Northwest,West,0,Northwest,South,Northwest,South,West,Northwest,West,South,Northwest,Southwest,South,North,South,South,Southwest,Northwest,Northeast,North,Northwest,West,North,Southeast,Southwest,West,South,Northeast,Northwest,Southwest,West,Northwest,Northwest,West,West,Northeast,Northwest,Northwest,West,West,West,Northwest,Southeast,Northwest,East,Northwest,Northwest,East,East,East,East,Northwest,Northwest,South,Northwest,Northwest,Northeast,Northwest,Southeast,Northeast,South,Northeast,Northwest,East,Northeast,East,North,Southeast,South,Southwest,Southwest,Northwest,North,Northwest,East,South,South,East,Southeast,West,West,Northeast,West,West,Southeast,South,Northwest,Northeast,North,Northwest,Northeast,Northwest,West,West,South,South,Northeast,East,Northwest,East,Southeast,Northwest,Southwest,Southwest,Northeast,East,Northeast,Northwest,Northeast,Northwest,Southeast,East,East,Southeast,West,East,West,West,East,Northwest,Northwest,West,West,Southeast,Southwest,Northwest,Northeast,South,Southeast,Southwest,West,West,Northwest,West,Northeast,Northwest,Southwest,Southeast,West,Northwest,Southeast,West,East,Northwest,Northwest,East,Southeast,South,Southwest,Northeast,West,East,South,West,North,North,Northwest,East,East,East,South,East,East,Southwest,Northeast,East,West,West,North,East,Northwest,Northeast,West,South,North,Southeast,Northwest,Northwest,Southwest,Northeast,East,Northwest,West,East,Northeast,West,Southeast,South,South
Czechia,East,Southeast,Southwest,North,Southwest,South,West,South,West,Southwest,East,West,East,South,East,West,Southeast,East,West,Northeast,West,West,South,West,East,West,South,South,South,Southwest,Southeast,West,East,Southeast,Southwest,East,South,East,South,Northwest,Southwest,West,South,South,Southwest,Northeast,East,East,West,Southeast,North,West,Southwest,South,West,West,Southeast,0,South,Northwest,Southeast,West,West,West,Southeast,West,South,Southeast,Northeast,South,Southeast,Southwest,Northwest,Northeast,North,West,West,Northwest,Southeast,South,Southwest,Southeast,East,Northwest,Southwest,Southwest,Southeast,Northwest,West,West,Northeast,West,West,Southwest,Southwest,West,West,Southeast,West,East,Southeast,Northwest,East,East,East,Southeast,Northwest,Northwest,Southeast,South,West,Northeast,West,Southeast,East,Southeast,North,Southeast,Southeast,East,East,Northeast,Southeast,South,Southwest,South,Southwest,Northeast,West,East,Southeast,South,East,Southeast,Southwest,South,Northeast,West,Southwest,Southeast,Southeast,Northwest,Northeast,East,Southwest,Northeast,South,West,Southwest,South,South,Northeast,East,Northwest,Northeast,Northeast,West,South,South,North,Northeast,Northeast,Southeast,Northeast,North,Southeast,East,Northeast,Southeast,West,Northeast,Southwest,West,East,Northwest,Northeast,Southwest,West,Southeast,South,Southeast,Northeast,South,Southeast,Southwest,West,West,Northwest,West,North,South,South,Southeast,Southwest,Southeast,Southeast,Southwest,East,East,South,Northeast,Southeast,South,Southwest,Northeast,Southwest,East,Southeast,West,North,North,Southwest,Southeast,Northeast,East,Southeast,East,East,South,North,North,West,South,Southeast,East,West,Northeast,West,South,East,Southeast,Northwest,Northwest,Southwest,East,Northeast,South,West,East,North,Southwest,Southeast,South,South
Democratic Republic of the Congo,Northeast,North,Northwest,Southeast,North,Southwest,West,South,West,Southwest,Northeast,West,Southeast,North,Northeast,Northwest,Northeast,Northeast,West,North,North,West,Northwest,Northwest,Northeast,West,North,South,South,West,East,West,East,North,Northwest,Northeast,East,East,Northwest,Northwest,Northwest,West,North,North,Southwest,Northeast,East,East,West,East,South,West,Northwest,North,West,West,North,North,0,North,Northeast,West,West,West,North,West,Northwest,Northeast,North,South,Northeast,Southwest,North,Southeast,North,North,West,South,Southeast,West,Northwest,North,North,North,Northwest,Northwest,North,North,West,West,East,West,North,Northwest,Northwest,West,West,Southeast,West,East,North,North,Northeast,East,Northeast,Northeast,North,North,North,North,West,Northeast,North,North,Northeast,East,Southeast,North,Northeast,Northeast,East,North,North,South,West,North,North,North,North,East,Southeast,Southeast,East,East,Northwest,North,East,West,Northwest,Southeast,East,Northwest,East,North,North,Northeast,North,West,Northwest,Southeast,South,East,Northeast,North,Southeast,Southeast,West,Northwest,Northwest,Southeast,Southeast,Northeast,North,East,North,Northeast,Northeast,East,North,West,East,Southwest,West,East,Southwest,North,Northwest,West,Northeast,Northwest,North,Northeast,East,Southeast,Southwest,West,West,Northwest,West,Southeast,North,West,Northeast,Northwest,North,East,West,East,North,North,East,East,South,Southwest,Northeast,Northwest,East,Northeast,West,North,North,North,North,Northeast,Northeast,East,East,East,Northwest,Southeast,Southeast,West,North,North,Northeast,West,Southeast,West,Northeast,North,Northeast,North,Northwest,Southwest,Northeast,Southeast,North,West,East,Southeast,Northwest,Northeast,Southeast,Southeast
Denmark,East,Southeast,South,North,Southwest,South,West,South,West,Southwest,East,West,East,South,East,West,Southeast,East,West,East,Southwest,West,South,West,East,Southwest,Southeast,South,South,Southwest,Southeast,West,East,Southeast,South,East,Southeast,East,South,Northwest,Southwest,West,South,South,Southwest,Northeast,East,East,West,Southeast,North,West,South,South,West,West,Southeast,Southeast,South,0,Southeast,West,West,West,Southeast,West,South,Southeast,East,South,Southeast,Southwest,Northwest,North,Northeast,Southwest,West,Northwest,Southeast,South,Southwest,Southeast,East,South,South,Southwest,Southeast,Northwest,West,West,Northeast,West,Southwest,Southwest,Southwest,West,West,Southeast,West,Northeast,Southeast,Northwest,East,East,East,Southeast,West,West,Southeast,South,West,Northeast,Southwest,Southeast,East,Southeast,North,Southeast,Southeast,East,East,East,Southeast,South,Southwest,South,South,East,South,Northeast,Southeast,Southeast,East,East,South,South,North,West,Southwest,Southeast,Southeast,Northwest,Northeast,Southeast,South,Northeast,Southeast,West,Southwest,Southeast,South,Northeast,East,Southwest,Northeast,Northeast,West,South,South,North,Northeast,Northeast,Southeast,Northeast,North,Southeast,East,Northeast,Southeast,West,Northeast,Southwest,West,Northeast,Northwest,Southeast,Southwest,West,Southeast,South,Southeast,Northeast,Southeast,Southeast,South,West,West,West,West,North,South,South,Southeast,Southwest,Southeast,Southeast,Southwest,East,Southeast,South,Northeast,Southeast,South,Southwest,Northeast,Southwest,East,Southeast,West,North,Northeast,South,Southeast,Northeast,East,Southeast,East,East,South,North,North,West,South,Southeast,East,West,North,West,Southeast,East,Southeast,West,Northwest,Southwest,East,Northeast,South,West,East,North,Southwest,Southeast,South,South
